Track,Track链接,Month,Pending,Clear,Reject,Total,Ave. Waiting Days for Complete Cases,字段2_link,CheckeeCaseNo,LastName,FirstName,ID,Univeristy,CheckDate,Degree,VisaType,VisaEntry,Employer,JobTitle,Consulate,YearsInUSA,Major,Status,Country,CompleteDate,Note
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828346,Checkee CaseNum: 828346,Last Name: N/A,First Name: N/A,ID: taominze7,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: Aerospace Engineering,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828351,Checkee CaseNum: 828351,Last Name: N/A,First Name: N/A,ID: A&A,University(College): N/A,Check Date: 2020-01-06,Degree: Ph.D,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: Postdoc,US Consulate: ShenYang,Years in Usa: 0,Major: N/A,Status: Pending,Country: China,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828356,Checkee CaseNum: 828356,Last Name: N/A,First Name: N/A,ID: Zhao,University(College): N/A,Check Date: 2020-01-06,Degree: MS,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: ShenYang,Years in Usa: 8,Major: ME,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note: VO问了本科的diploma 我没有带回来 收了护照 并没有要求补材料 说等待时间不确定 但是they’ll try to process it as fast as possible. 希望能快一点!
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828358,Checkee CaseNum: 828358,Last Name: N/A,First Name: N/A,ID: caseman,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: HongKong,Years in Usa: 0,Major: Physics,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: CV, study plan and adviser resume"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828365,Checkee CaseNum: 828365,Last Name: N/A,First Name: N/A,ID: 西木先生,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828371,Checkee CaseNum: 828371,Last Name: N/A,First Name: N/A,ID: MINGJUN,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828409,Checkee CaseNum: 828409,Last Name: N/A,First Name: N/A,ID: S.Han,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: RD Engineer,US Consulate: BeiJing,Years in Usa: 0,Major: THERMAL DYNAMICS,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 2020年2月去美国开会。
2020-01-06面签，问了工作问题，没有准备简历，提供了邀请函、JD、公司介绍、行程单，收走了护照并给黄纸221g，邮件补充简历。

case created：2020-01-03
case updated：2020-01-07

AP中。。。"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828416,Checkee CaseNum: 828416,Last Name: N/A,First Name: N/A,ID: ungoer,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: B2,Visa Entry: New,Employer: huawei,Job Title: N/A,US Consulate: ChengDu,Years in Usa: 0,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828428,Checkee CaseNum: 828428,Last Name: N/A,First Name: N/A,ID: h4ccc,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: H4,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: N/A,Status: Clear,Country: United States,Complete Date: 2020-01-10,Note: just checked and found out it was issued. Thanks and Good luck!
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828432,Checkee CaseNum: 828432,Last Name: Ye,First Name: Qing,ID: AA009EYDWX,University(College): N/A,Check Date: 2020-01-06,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: N/A,Status: Pending,Country: United States,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828376,Checkee CaseNum: 828376,Last Name: N/A,First Name: N/A,ID: 求短c,University(College): N/A,Check Date: 2020-01-07,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: Computer Engineering,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 首签北京 三个多月无结果，撤签。
二签广州，黑框眼镜长发中年女性。
收个人cv 邀请信 学习计划 导师cv"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828378,Checkee CaseNum: 828378,Last Name: N/A,First Name: N/A,ID: 小肥猫嘻嘻,University(College): N/A,Check Date: 2020-01-07,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Chemistry&Biology,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: CV, Advisor Resume, Research Plan
Ask: Sponsor"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828379,Checkee CaseNum: 828379,Last Name: N/A,First Name: N/A,ID: jincao,University(College): N/A,Check Date: 2020-01-07,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Physics,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 2020-1-7 面签
2020-1-7 221(g)行政审查"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828385,Checkee CaseNum: 828385,Last Name: N/A,First Name: N/A,ID: Dustin,University(College): N/A,Check Date: 2020-01-07,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: Construction Engineering,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: Case Created:	06-Jan-2020
Case Last Updated:	07-Jan-2020 - Administrative Processing"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828387,Checkee CaseNum: 828387,Last Name: N/A,First Name: N/A,ID: alogfans,University(College): N/A,Check Date: 2020-01-07,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: CS,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 2020.1.7 Interview，VO收走了邀请函、日程和CV，告知check但没有给出期限
2020.1.7 开始AP"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828393,Checkee CaseNum: 828393,Last Name: N/A,First Name: N/A,ID: qiuguo,University(College): N/A,Check Date: 2020-01-08,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: EE PhD,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 2010-01-07 Case created
2010-01-08 First updated"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828396,Checkee CaseNum: 828396,Last Name: N/A,First Name: N/A,ID: sanjunipero,University(College): N/A,Check Date: 2020-01-08,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: CS,Status: Clear,Country: N/A,Complete Date: 2020-01-09,"Note: 全程0交流，只要ds2019表，也没说会不会check，忐忑等待中
2020-1-9 issued!"
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828406,Checkee CaseNum: 828406,Last Name: aaa,First Name: aaa,ID: jidacheng,University(College): N/A,Check Date: 2020-01-08,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: HongKong,Years in Usa: 0,Major: EE PhD,Status: Pending,Country: China,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828431,Checkee CaseNum: 828431,Last Name: N/A,First Name: N/A,ID: 千万别误机,University(College): N/A,Check Date: 2020-01-08,Degree: N/A,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: Biostatistics,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2020-01,2020-01,30,6,0,36,3,https://www.checkee.info/personal_detail.php?casenum=828436,Checkee CaseNum: 828436,Last Name: N/A,First Name: N/A,ID: xyz2020,University(College): N/A,Check Date: 2020-01-10,Degree: MS,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: SDE,US Consulate: BeiJing,Years in Usa: 8,Major: Computer Science,Status: Pending,Country: gdqvmc,Complete Date: 0000-00-00,"Note: Ask me about my EB-2 application (why did you applied for EB2?)

Asked for CV and job description, holding my passport. Told me it will take 3~4 weeks.

status at Jan 10:
> Case Created: 09-Jan-2020
> Case Last Updated: 10-Jan-2020"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828220,Checkee CaseNum: 828220,Last Name: Sultan,First Name: Bartarfi,ID: sutlan li,University(College): CWU,Check Date: 2019-12-01,Degree: BS,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: Others,Years in Usa: 4,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,,,,,,,,,,,,,,,,,,,
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828282,Checkee CaseNum: 828282,Last Name: N/A,First Name: N/A,ID: 求过求过,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: Information Technology,Status: Clear,Country: N/A,Complete Date: 2020-01-07,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827734,Checkee CaseNum: 827734,Last Name: N/A,First Name: N/A,ID: CheckingCheckCh,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: CS,Status: Clear,Country: N/A,Complete Date: 2019-12-04,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827742,Checkee CaseNum: 827742,Last Name: N/A,First Name: N/A,ID: JIALIN Z,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: J1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShenYang,Years in Usa: 0,Major: preventive veterinary med,Status: Clear,Country: N/A,Complete Date: 2019-12-31,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827747,Checkee CaseNum: 827747,Last Name: Gong,First Name: Yishu,ID: 不该回来,University(College): Duke University,Check Date: 2019-12-02,Degree: Ph.D,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 7,Major: pure math phd,Status: Clear,Country: China,Complete Date: 2019-12-31,Note: previous visa valid till august 2020. cannot come back during summer. hopes to get a 5 year visa.....
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827756,Checkee CaseNum: 827756,Last Name: N/A,First Name: N/A,ID: funnelDNA,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: Chemistry,Status: Clear,Country: N/A,Complete Date: 2020-01-08,"Note: Case Created: 29-Nov-2019 
1st Updated:  02-Dec-2019 
2nd Updated:  07-Jan-2020
Issued: 08-Jan-2020

Good luck to everyone!"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827780,Checkee CaseNum: 827780,Last Name: N/A,First Name: N/A,ID: ylyvisa,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827782,Checkee CaseNum: 827782,Last Name: N/A,First Name: N/A,ID: QQQ,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: Materials Science,Status: Clear,Country: N/A,Complete Date: 2019-12-05,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827806,Checkee CaseNum: 827806,Last Name: N/A,First Name: N/A,ID: 好想回家,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: H1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: Others,Years in Usa: 0,Major: IE,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827901,Checkee CaseNum: 827901,Last Name: N/A,First Name: N/A,ID: Francesco29,University(College): CMU,Check Date: 2019-12-02,Degree: MS,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: ECE,Status: Pending,Country: N/A,Complete Date: 0000-00-00,"Note: 一签7.12广州
二签12.2上海"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827968,Checkee CaseNum: 827968,Last Name: Yang,First Name: Wenshuo,ID: Wenwen,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ChengDu,Years in Usa: 0,Major: ME,Status: Pending,Country: United States,Complete Date: 0000-00-00,Note: 希望开学前尽快通过。
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827958,Checkee CaseNum: 827958,Last Name: N/A,First Name: N/A,ID: 过,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: F1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: GuangZhou,Years in Usa: 0,Major: ME,Status: Clear,Country: N/A,Complete Date: 2020-01-09,Note:
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827981,Checkee CaseNum: 827981,Last Name: N/A,First Name: N/A,ID: 1,University(College): N/A,Check Date: 2019-12-02,Degree: Ph.D,Visa Type: F1,Visa Entry: Renewal,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: chemistry,Status: Clear,Country: N/A,Complete Date: 2019-12-31,"Note: opt pending续签，没有拿到ead，有offer，16号白人阿姨，跟f1的时候一样，要了cv，导师cv和study plan，ead和job什么都没要
case created on Nov 27th
last update Dec 2nd
last update Dec 30th
issued Dec 31st"
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=827995,Checkee CaseNum: 827995,Last Name: Andrew,First Name: Shaw,ID: ap3344,University(College): N/A,Check Date: 2019-12-02,Degree: MS,Visa Type: H1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: ShangHai,Years in Usa: 0,Major: CS,Status: Clear,Country: United States,Complete Date: 2020-01-08,Note: 上海给粉条，说check至少4周
Track,https://www.checkee.info/main.php?dispdate=2019-12,2019-12,192,167,0,359,21,https://www.checkee.info/personal_detail.php?casenum=828007,Checkee CaseNum: 828007,Last Name: N/A,First Name: N/A,ID: Qiannan,University(College): N/A,Check Date: 2019-12-02,Degree: N/A,Visa Type: B1,Visa Entry: New,Employer: N/A,Job Title: N/A,US Consulate: BeiJing,Years in Usa: 0,Major: N/A,Status: Pending,Country: N/A,Complete Date: 0000-00-00,Note:
